Date; Montly Sales ;Company;Customer Name
2018/07/27;437;none;Hitachi Construction Machinery SA Co. Ltd.
2018/07/27;2391;none;Frank Manson Consulting
2018/07/27;3058;none;African Marine Solutions Group (Pty) Ltd
2018/07/27;3058;none;Esco Civils (Pty) Ltd
2018/07/27;3690;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/07/27;16200;none;Essex Lubra (Pty) Ltd
2018/07/27;24860;none;Ideas Solutions
2018/07/30;61036;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/07/31;245;none;Richard Bailey
2018/07/31;350;none;Corrosion and Scale Control CC
2018/07/31;687;none;Renier
2018/07/31;1529;none;African Marine Solutions Group (Pty) Ltd
2018/07/31;1529;none;Crossroads
2018/07/31;1529;none;Industrial Trading Portal (Pty) Ltd
2018/07/31;1529;none;One Call Plant Solutions
2018/07/31;2600;none;IQ Oil Filtration CC
2018/07/31;2923;none;Condition Monitoring Specialists (Pty) Ltd
2018/07/31;3035;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/07/31;3058;none;Atlantis Foundries (Pty) Ltd
2018/07/31;3058;none;TMS International South Africa (Pty) Ltd
2018/07/31;4586;none;IMP Laboratory Management Services (Pty) Ltd 
2018/07/31;4586;none;The South African Breweries (Pty) Ltd
2018/07/31;4586;none;The South African Breweries (Pty) Ltd
2018/07/31;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/07/31;6115;none;Witels Verhuring (Pty) Ltd
2018/07/31;21344;none;Tradeon CC
2018/07/31;42109;none;Condition Monitoring Specialists (Pty) Ltd
2018/08/06;874;none;Oil Spill Response
2018/08/06;1018;none;Condition Monitoring Specialists (Pty) Ltd
2018/08/06;1529;none;Balancing Shop
2018/08/06;1529;none;Freight Facilitators (Pty) Ltd
2018/08/06;1654;none;Apollo Air CC
2018/08/06;3058;none;Atlantis Sand Sales CC
2018/08/06;3058;none;GW Base and Industrial Minerals
2018/08/06;6188;none;BrocSand (Pty) Ltd
2018/08/06;7644;none;International Mining & Dredging SA (Pty) Ltd
2018/08/06;9026;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/08/06;12230;none;Sylco Plant Hire (Pty) Ltd
2018/08/06;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/08/06;15288;none;TMS International South Africa (Pty) Ltd
2018/08/06;30576;none;High Power Equipment Africa (Pty) Ltd
2018/08/06;33072;none;RCL Foods Sugar and Milling (Pty) Ltd
2018/08/06;33731;none;Martin & East (Pty) Ltd
2018/08/07;267;none;Jannie Breytenbach
2018/08/07;4936;none;Daixiaoming
2018/08/08;1529;none;African Marine Solutions Group (Pty) Ltd
2018/08/08;1529;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/08/08;1654;none;Apollo Air CC
2018/08/08;3058;none;Afripower (Pty) Ltd (trading as Hytec)
2018/08/08;3058;none;IQ Oil Filtration CC
2018/08/08;3058;none;UMSO construction (Pty) Ltd
2018/08/08;3494;none;Storm Procurement
2018/08/08;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/08/08;6115;none;Cape Lime (Pty) Ltd (Vredendal)
2018/08/08;9026;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/08/08;9173;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/08/08;14525;none;Power Construction (Pty) Ltd
2018/08/08;27054;none;Benhaus Mining Services (Pty) Ltd
2018/08/08;28510;none;Komatsu South Africa (Pty) Ltd.
2018/08/08;28510;none;Komatsu South Africa (Pty) Ltd.
2018/08/10;470;none;Malmoza Logistics (Pty) Ltd
2018/08/10;6115;none;Afrimat Contracting International (Pty) Ltd
2018/08/10;24860;none;Ideas Solutions
2018/08/13;6115;none;JVZ Plant CC
2018/08/13;6115;none;Winterbach Broers BK
2018/08/13;7644;none;The South African Breweries (Pty) Ltd
2018/08/14;76295;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/08/15;156;none;Komatsu South Africa (Pty) Ltd.
2018/08/15;6115;none;High Power Equipment Africa (Pty) Ltd
2018/08/15;9173;none;JHL Machine Hire
2018/08/15;15288;none;Black Mountain Mining (Pty) Ltd
2018/08/16;437;none;Benhaus Mining Services (Pty) Ltd
2018/08/16;437;none;Surepower Trading Co.(Pty) Ltd t/a Surepower Generator Services
2018/08/16;3307;none;A-C & R Components (Pty) Ltd
2018/08/16;3307;none;Alplas Plastics (Pty) Ltd
2018/08/16;3307;none;SOS Oil & Lubricant Distributors (Pty) Ltd
2018/08/16;9173;none;IQ Oil Filtration CC
2018/08/16;10702;none;Duferco Steel Processing (Pty) Ltd
2018/08/16;18346;none;Perfect Filtration (Pty) Ltd
2018/08/16;30576;none;AfrEquip (Pty) Ltd.
2018/08/17;-2115;none;Condition Monitoring Specialists (Pty) Ltd
2018/08/17;-150;none;Condition Monitoring Specialists (Pty) Ltd
2018/08/17;437;none;Benhaus Mining Services (Pty) Ltd
2018/08/17;15288;none;Sitona
2018/08/17;15288;none;Square Kilometre Array SA
2018/08/20;-15288;none;Chevron South Africa (Pty) Ltd
2018/08/20;3009;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/08/20;3058;none;Two Ships Filtration (Pty) Ltd
2018/08/20;15288;none;Chevron South Africa (Pty) Ltd
2018/08/21;0;none;Payfast
2018/08/21;108;none;Martin & East (Pty) Ltd
2018/08/21;1018;none;Condition Monitoring Specialists (Pty) Ltd
2018/08/21;4073;none;Condition Monitoring Specialists (Pty) Ltd
2018/08/21;6115;none;JHL Machine Hire
2018/08/21;11000;none;Payfast
2018/08/22;470;none;Malmoza Logistics (Pty) Ltd
2018/08/22;1529;none;DM Service Centre
2018/08/22;3058;none;Hydrocarbon Solutions
2018/08/22;3058;none;Prolong Africa (Pty) Ltd
2018/08/22;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/08/24;1529;none;Garden Route Lubricants CC
2018/08/24;3058;none;Lafarge Industries South Africa (Pty) Ltd
2018/08/24;3058;none;True Lubricants & Suppliers CC
2018/08/24;3307;none;RCL Foods Sugar and Milling (Pty) Ltd
2018/08/24;4134;none;Zenane Engineering
2018/08/24;4586;none;The South African Breweries (Pty) Ltd
2018/08/24;9173;none;Civils 2000 Plant Hire CC
2018/08/24;15288;none;Chevron South Africa (Pty) Ltd
2018/08/24;27718;none;Martin & East (Pty) Ltd
2018/08/24;66144;none;RCL Foods Sugar and Milling (Pty) Ltd
2018/08/27;3058;none;Two Ships Filtration (Pty) Ltd
2018/08/28;3058;none;Cape Lime (Pty) Ltd (Vredendal)
2018/08/28;3307;none;Ceres Fruit Growers
2018/08/28;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/08/28;6115;none;Cape Lime (Pty) Ltd (Vredendal)
2018/08/28;9173;none;UMSO construction (Pty) Ltd
2018/08/28;9173;none;UMSO construction (Pty) Ltd
2018/08/30;150;none;AfrEquip (Pty) Ltd.
2018/08/30;1529;none;Diesel Filtration Services
2018/08/30;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/08/30;6115;none;Dieci Services Western Cape CC t/a Dieci Southern Africa
2018/08/30;6115;none;Filter Focus SA (Pty) Ltd
2018/08/30;12230;none;WBHO Construction (Pty) Ltd
2018/08/30;14525;none;Power Construction (Pty) Ltd
2018/08/30;15288;none;TMS International South Africa (Pty) Ltd
2018/08/31;178;none;Martin & East (Pty) Ltd
2018/08/31;437;none;African Cooling System
2018/08/31;806;none;Rush Exhaust Purification
2018/08/31;1529;none;Cape Truck Repairs
2018/08/31;1689;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/08/31;3052;none;Hitachi Construction Machinery SA Co. Ltd.
2018/08/31;6115;none;Afrimat Contracting International (Pty) Ltd
2018/08/31;6115;none;Afrimat Contracting International (Pty) Ltd
2018/08/31;6115;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/08/31;6115;none;The South African Breweries (Pty) Ltd
2018/08/31;6115;none;UMSO construction (Pty) Ltd
2018/08/31;9173;none;South African Maritime Safety Authority
2018/08/31;13759;none;Rotating Equipment Monitoring (Pty) Ltd
2018/08/31;15573;none;Tradeon CC
2018/08/31;27054;none;Benhaus Mining Services (Pty) Ltd
2018/09/05;874;none;Octopus Electronics
2018/09/05;4000;none;Atomic Oils
2018/09/05;6115;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/09/05;9173;none;Afrimat Contracting International (Pty) Ltd
2018/09/05;14525;none;Power Construction (Pty) Ltd
2018/09/05;16200;none;Essex Lubra (Pty) Ltd
2018/09/05;24860;none;Ideas Solutions
2018/09/06;1224;none;Malmoma Investment (Pty) Ltd
2018/09/06;1376;none;Western Cape Spar Group (Pty) Ltd
2018/09/06;1654;none;Apollo Air CC
2018/09/06;1654;none;Sign & Seal Trading 154 (Pty) Ltd t/a Davidson's Discount Boards
2018/09/06;1835;none;Habot Oil (Pty) Ltd
2018/09/06;3058;none;Atlantis Sand Sales CC
2018/09/06;30576;none;High Power Equipment Africa (Pty) Ltd
2018/09/06;71275;none;Komatsu South Africa (Pty) Ltd.
2018/09/06;91554;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/09/07;3058;none;C.T.C Plant Company (Pty) Ltd
2018/09/07;6115;none;Burger and Wallace
2018/09/07;6115;none;Winterbach Broers BK
2018/09/07;6115;none;Witels Verhuring (Pty) Ltd
2018/09/07;9173;none;Moreson Grondverskuiwers
2018/09/10;15288;none;Black Mountain Mining (Pty) Ltd
2018/09/10;183108;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/09/11;432;none;Martin & East (Pty) Ltd
2018/09/11;1014;none;Viking Fishing
2018/09/11;4256;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/09/11;88583;none;Condition Monitoring Specialists (Pty) Ltd
2018/09/12;312;none;Martin & East (Pty) Ltd
2018/09/12;1529;none;ADR Fishing
2018/09/12;1529;none;RB Boerdery (Edms.) Bpk.
2018/09/12;1529;none;Yellow Plant Specialist (PTY) LTD
2018/09/13;3420;none;Longyuan Engineering SA (Pty) Ltd
2018/09/13;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/09/13;9026;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/09/13;20090;none;Martin & East (Pty) Ltd
2018/09/13;22932;none;TMS International South Africa (Pty) Ltd
2018/09/13;56001;none;Condition Monitoring Specialists (Pty) Ltd
2018/09/14;1529;none;Akura Manufacturing Engineering Company (Pty) Ltd
2018/09/14;1805;none;Komatsu South Africa (Pty) Ltd.
2018/09/14;2868;none;Hitachi Construction Machinery SA Co. Ltd.
2018/09/14;2868;none;Hitachi Construction Machinery SA Co. Ltd.
2018/09/14;2868;none;Hitachi Construction Machinery SA Co. Ltd.
2018/09/14;4368;none;Storm Procurement
2018/09/14;7738;none;Komatsu South Africa (Pty) Ltd.
2018/09/14;15288;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/09/14;15288;none;The South African Breweries (Pty) Ltd
2018/09/14;27054;none;Benhaus Mining Services (Pty) Ltd
2018/09/17;470;none;Malmoza Logistics (Pty) Ltd
2018/09/19;9173;none;Averda
2018/09/20;238;none;Martin & East (Pty) Ltd
2018/09/20;437;none;Caprivi Fishing
2018/09/20;874;none;Aliikhwa Construction Group
2018/09/20;874;none;Petromarine (Pty) Ltd
2018/09/20;2988;none;Cimentos da Beira
2018/09/20;3058;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/09/20;3058;none;Hydrocarbon Solutions
2018/09/20;3058;none;Rotating Equipment Monitoring (Pty) Ltd
2018/09/20;3058;none;Torq Industries (Pty) Ltd
2018/09/20;4586;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/09/20;4961;none;Afripower (Pty) Ltd (trading as Hytec)
2018/09/20;6115;none;CBS Plant (Pty) Ltd
2018/09/20;6614;none;Afripower (Pty) Ltd (trading as Hytec)
2018/09/20;15288;none;WBHO Construction (Pty) Ltd
2018/09/21;3058;none;Moov Fuel (Pty) Ltd
2018/09/21;4049;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/09/21;5200;none;Afrimat Contracting International (Pty) Ltd
2018/09/21;18346;none;Perfect Filtration (Pty) Ltd
2018/09/21;50296;none;Condition Monitoring Specialists (Pty) Ltd
2018/09/25;346;none;Martin & East (Pty) Ltd
2018/09/25;468;none;Ganedhi Trading Enterprise
2018/09/25;3058;none;Bobcat Equipment South Africa (Pty) Ltd
2018/09/25;3058;none;First Trading 8 CC T/A BMH Trading International
2018/09/25;3058;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/09/25;10702;none;Duferco Steel Processing (Pty) Ltd
2018/09/25;30576;none;Lafarge Industries South Africa (Pty) Ltd
2018/09/26;16200;none;Essex Lubra (Pty) Ltd
2018/09/26;58128;none;Komatsu South Africa (Pty) Ltd.
2018/09/27;1529;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/09/27;1654;none;C.A.S Air-Conditioning
2018/09/27;18486;none;Martin & East (Pty) Ltd
2018/09/28;437;none;African Marine Solutions Group (Pty) Ltd
2018/09/28;9173;none;Civils 2000 Plant Hire CC
2018/09/28;11519;none;Tradeon CC
2018/09/28;27054;none;Benhaus Mining Services (Pty) Ltd
2018/09/30;1591;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/09/30;12875;none;De Beers Group Services P/L
2018/10/02;10000;none;Payfast
2018/10/03;1529;none;Southern Wind Shipyard (Pty) Ltd
2018/10/03;3058;none;IMP Laboratory Management Services (Pty) Ltd
2018/10/03;3058;none;International George (Trading as Adstock Traders CC)
2018/10/03;15288;none;Black Mountain Mining (Pty) Ltd
2018/10/03;41938;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/10/03;49720;none;Ideas Solutions
2018/10/04;1654;none;Petec Services (Pty) Ltd
2018/10/04;3058;none;Optima Hydraulics (Pty) Ltd
2018/10/04;3058;none;Surepower Trading Co.(Pty) Ltd t/a Surepower Generator Services
2018/10/04;3058;none;Yellow Plant Specialist (PTY) LTD
2018/10/04;5091;none;Condition Monitoring Specialists (Pty) Ltd
2018/10/04;18328;none;Condition Monitoring Specialists (Pty) Ltd
2018/10/04;31564;none;Condition Monitoring Specialists (Pty) Ltd
2018/10/05;248;none;Martin & East (Pty) Ltd
2018/10/05;437;none;Only-J Electrical & Construction CC
2018/10/05;1529;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/10/08;103;none;Martin & East (Pty) Ltd
2018/10/08;3058;none;Alliance Oil
2018/10/09;415;none;Martin & East (Pty) Ltd
2018/10/09;4586;none;The South African Breweries (Pty) Ltd
2018/10/12;86;none;Martin & East (Pty) Ltd
2018/10/12;312;none;Martin & East (Pty) Ltd
2018/10/12;437;none;Louw Diggers (Pty) Ltd
2018/10/12;1529;none;Afripower (Pty) Ltd (trading as Hytec)
2018/10/12;1529;none;Link Oil & Lubricants (Pty) Ltd
2018/10/12;1654;none;Apollo Air CC
2018/10/12;1654;none;Mistral Refrigeration
2018/10/12;3009;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/10/12;3058;none;Dieci Services Western Cape CC t/a Dieci Southern Africa
2018/10/12;3058;none;Moov Fuel (Pty) Ltd
2018/10/12;3058;none;Moov Fuel (Pty) Ltd
2018/10/12;3058;none;Tronox Namakwa Sands
2018/10/12;6115;none;The South African Breweries (Pty) Ltd
2018/10/12;6552;none;Hydraberg Hydraulics CC
2018/10/12;9173;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/10/12;9173;none;Sylco Plant Hire (Pty) Ltd
2018/10/12;12230;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/10/12;12230;none;IQ Oil Filtration (Pty) Ltd
2018/10/12;16536;none;Irvin & Johnson Limited
2018/10/12;16917;none;G5 Electromechanical Services
2018/10/12;18346;none;High Power Equipment Africa (Pty) Ltd
2018/10/12;21711;none;Martin & East (Pty) Ltd
2018/10/12;53407;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/10/15;1000;none;Specialised Petroleum Services CC
2018/10/15;1654;none;Zenane Engineering
2018/10/15;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/10/15;99184;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/10/16;135;none;Martin & East (Pty) Ltd
2018/10/16;2868;none;Hitachi Construction Machinery SA Co. Ltd.
2018/10/16;3473;none;Rotating Equipment Monitoring (Pty) Ltd
2018/10/16;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/10/16;6115;none;Afrimat Contracting International (Pty) Ltd
2018/10/16;6115;none;BrocSand (Pty) Ltd
2018/10/16;6115;none;Cape Lime (Pty) Ltd (Vredendal)
2018/10/16;15288;none;TMS International South Africa (Pty) Ltd
2018/10/17;1070;none;International Mining & Dredging SA (Pty) Ltd
2018/10/17;3058;none;Alliance Oil
2018/10/17;12230;none;Tronox Namakwa Sands
2018/10/17;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/10/17;14525;none;Power Construction (Pty) Ltd
2018/10/18;437;none;ATM-Chiptuning
2018/10/18;1529;none;Hydraulic Support CC
2018/10/19;874;none;Essex Lubra (Pty) Ltd
2018/10/19;3058;none;C.T.C Plant Company (Pty) Ltd
2018/10/19;3058;none;Moov Fuel (Pty) Ltd
2018/10/19;3058;none;Two Ships Filtration (Pty) Ltd
2018/10/19;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/10/19;6115;none;Burger and Wallace
2018/10/19;15288;none;Sitona
2018/10/19;18346;none;High Power Equipment Africa (Pty) Ltd
2018/10/19;50296;none;Condition Monitoring Specialists (Pty) Ltd
2018/10/22;221;none;Martin & East (Pty) Ltd
2018/10/22;1654;none;Apollo Air CC
2018/10/22;6115;none;Civils 2000 Plant Hire CC
2018/10/22;6115;none;The South African Breweries (Pty) Ltd
2018/10/22;27054;none;Benhaus Mining Services (Pty) Ltd
2018/10/22;106813;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/10/23;2167;none;Thompsons Transport
2018/10/24;297;none;Martin & East (Pty) Ltd
2018/10/24;1529;none;Alert Engine Parts
2018/10/24;1529;none;Nolitha Engineering & Construction (Pty) Ltd
2018/10/24;1654;none;Petec Services (Pty) Ltd
2018/10/24;3058;none;K.A Haug t/a Tugela Steel
2018/10/24;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/10/24;16919;none;Martin & East (Pty) Ltd
2018/10/25;700;none;Perfect Filtration (Pty) Ltd
2018/10/25;15288;none;Black Mountain Mining (Pty) Ltd
2018/10/25;30576;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/10/26;48;none;Hitachi Construction Machinery SA Co. Ltd.
2018/10/26;437;none;A.M de Villiers
2018/10/26;437;none;Modern Auto Midas
2018/10/26;1529;none;Louw Diggers (Pty) Ltd
2018/10/26;3058;none;JVZ Plant CC
2018/10/26;3931;none;Alfapower
2018/10/29;3058;none;Perfect Filtration (Pty) Ltd
2018/10/29;9173;none;Wearex (Pty) Ltd
2018/10/31;173;none;Martin & East (Pty) Ltd
2018/10/31;437;none;Liciastar (Pty) Ltd
2018/10/31;437;none;Lynx Freight and Courier Services
2018/10/31;507;none;Viking Fishing
2018/10/31;1654;none;Chemical Solutions and Innovations (Pty) Ltd
2018/10/31;3058;none;Alliance Oil
2018/10/31;3180;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/10/31;3307;none;Air Liquide Namibia (Pty) Ltd
2018/10/31;4096;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/10/31;5736;none;Hitachi Construction Machinery SA Co. Ltd.
2018/10/31;6115;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/10/31;6115;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/10/31;10702;none;Duferco Steel Processing (Pty) Ltd
2018/10/31;15288;none;Astron Energy South Africa (Pty) Ltd
2018/10/31;18513;none;Martin & East (Pty) Ltd
2018/10/31;25758;none;Tradeon CC
2018/10/31;63335;none;Zibusiso Zenani (Pty) Ltd
2018/11/06;-1176;none;Lafarge Industries South Africa (Pty) Ltd
2018/11/06;103;none;Martin & East (Pty) Ltd
2018/11/06;189;none;Martin & East (Pty) Ltd
2018/11/06;1529;none;Western Cape Diesel Technology (Pty) Ltd
2018/11/06;1654;none;GKN Sinter Metals Cape Town (Pty) Ltd
2018/11/06;3058;none;African Marine Solutions Group (Pty) Ltd
2018/11/06;3058;none;Atlantis Sand Sales CC
2018/11/06;3058;none;HYTEC SOUTH AFRICA(RF)(PTY)LTD
2018/11/06;3058;none;Tronox Namakwa Sands
2018/11/06;4358;none;Power Construction (Pty) Ltd
2018/11/06;4961;none;A-C & R Components (Pty) Ltd
2018/11/06;6115;none;Witels Verhuring (Pty) Ltd
2018/11/06;6211;none;Moreson Grondverskuiwers
2018/11/06;9026;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/11/06;9026;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/11/06;16200;none;Essex Lubra (Pty) Ltd
2018/11/06;21403;none;Perfect Filtration (Pty) Ltd
2018/11/06;30576;none;AfrEquip (Pty) Ltd.
2018/11/06;36936;none;Specialised Petroleum Services CC
2018/11/06;50910;none;Condition Monitoring Specialists (Pty) Ltd
2018/11/08;184;none;Martin & East (Pty) Ltd
2018/11/08;312;none;Martin & East (Pty) Ltd
2018/11/08;415;none;Martin & East (Pty) Ltd
2018/11/08;437;none;GDC Gearbox and Diff Supplies (Pty) Ltd
2018/11/08;1529;none;Onyx Trade 7 (Pty) Ltd t/a SA Crane
2018/11/08;3307;none;SOS Oil & Lubricant Distributors (Pty) Ltd
2018/11/08;6115;none;Filter Focus SA (Pty) Ltd
2018/11/08;15342;none;Martin & East (Pty) Ltd
2018/11/08;71275;none;Komatsu South Africa (Pty) Ltd.
2018/11/09;157;none;Martin & East (Pty) Ltd
2018/11/09;437;none;Propet SA (Pty) Ltd
